Comments,Type
"hello neso, i was wondering if it&#39;s good to start with java programming first or start with oop with java please advice.",1.0
what a fantastic intro to this course. i&#39;m more determined now.,1.0
what so a clear and easy lecture. thanks a bunch,1.0
this is the best java programming tutorial on the web so far thanks for helping me out,1.0
after shifting from 7 well known instructors over the past year here i am to finally master java with neso academy,1.0
thanks to neso academy providing such great knowledge....,1.0
please also include data structure and algorithm in this course....,1.0
neso is one of the best channel to learn all the concepts in a way  that when we complete we are sure what we are doing and to build an program on our own,1.0
thank you neso academy giving this opportunity to learn java.. in theoretically and practically,1.0
great tips.  it&#39;s always good to learn something.,1.0
i am very excited for this course .thank you so much sir,1.0
when i become a java programmer it will be all thanks to you sir.,1.0
after learning c programming from neso..now stepped front to learn javathank you neso,1.0
tq sir for uploading please train us in logical programming in java  please,1.0
"thank you for sharing all this information free, i am a developer with experience but i want to grow as a professional in this case i need to understand the english more, and develop my ears more too, i will repase again all the knowledge again, i hope in the future participate in advances project, but first i need to understand more the english, my native language is spanish, regards from per.",0.0
i&#39;m new subscriber. sir  your teaching methodology is best. also downloaded all playlistthank you for sharing your knowledge,1.0
"sir i request to you please provide all video tutorial related to java &amp; also java android development..sir i&#39;m beginners.. and i want to strong my programming skill ,,.. and i have no other option to learn java to any visit palace,,.. sir your teaching style is awesome,.. i&#39;m impress..,i like to this way of teaching... and sir provide all video related to java . one by one basis ,,. which through all of us understand the easiest path..,,",1.0
i really like programming but my knowledge isn&#39;t enough to make what program i want. hope my current teacher now in college will help us to indulge everyday&#39;s lessons.,1.0
"hlo sir if we have java programming subject in class 9,10 so is it compulsory that we have to learn java in class 11 , 12 or we can select python after 10 class",1.0
this is the best gift for us before starting our semester. thank you so much,1.0
"just really happy to see this playlist from neso academy thanks,  god bless you all.",1.0
